Gender;Husstandny;husstand;FamilieIndkomst_4grupper;USDA_foodinsecurity_DICH;DQS_Cat;A65;LifeSatisfaction;HighPsychDistress;Kessler_raw;pervgt
1;6;4;1;1;2;8;1;0;0;38
1;6;4;1;0;2;5;0;0;0;39
1;4;3;1;0;2;5;0;1;24;91
1;1;1;1;0;2;4;0;0;4;1909
1;4;3;1;0;2;7;0;0;1;69
1;4;3;1;0;2;9;1;0;0;33
1;2;2;1;0;2;7;0;0;7;69
1;2;2;1;0;1;7;0;0;3;91
1;3;3;4;0;3;9;1;0;1;2886
1;2;2;3;0;2;8;1;0;2;2424
1;4;3;4;0;2;8;1;0;0;2708
1;6;4;1;1;1;4;0;1;16;33
1;3;3;4;0;2;3;0;0;5;2110
1;6;4;3;0;2;10;1;0;5;497
1;1;1;1;0;2;6;0;0;2;2583
1;2;2;1;0;2;3;0;0;10;53
1;8;4;4;0;3;5;0;0;1;214
1;2;2;2;0;2;9;1;0;1;3397
1;2;2;3;0;2;10;1;0;0;2424
1;2;2;1;1;1;5;0;0;9;47
1;2;2;1;0;2;9;1;0;1;91
1;1;1;2;0;1;7;0;#NULL!;#NULL!;1919
1;7;4;1;0;2;3;0;0;6;503
1;3;3;3;0;2;7;0;0;2;2626
1;4;3;1;0;2;8;1;0;5;66
1;2;2;4;0;1;7;0;0;1;2424
1;2;2;1;0;2;9;1;0;0;66
1;2;2;2;0;1;6;0;1;17;3780
1;6;4;2;0;2;2;0;0;6;263
1;1;1;2;0;2;9;1;0;1;3622
1;2;2;1;0;1;7;0;0;3;38
1;1;1;1;0;2;10;1;0;0;2483
1;4;3;4;0;2;7;0;0;2;2110
1;1;1;2;0;2;7;0;0;0;2322
1;1;1;2;0;1;9;1;0;3;2350
1;4;3;3;0;2;8;1;#NULL!;#NULL!;1668
1;6;4;3;0;2;9;1;0;1;249
1;2;2;2;1;3;7;0;1;14;2242
1;4;3;4;1;2;8;1;0;8;3033
1;5;3;1;0;2;9;1;0;0;47
1;3;3;1;0;2;9;1;0;1;47
1;6;4;1;0;2;10;1;0;0;67
1;6;4;1;1;2;6;0;0;11;67
1;1;1;1;1;1;6;0;0;8;3453
1;1;1;2;0;2;7;0;0;0;2492
1;2;2;1;0;2;9;1;0;0;91
1;5;3;4;0;2;8;1;0;3;3033
1;1;1;3;0;2;9;1;0;7;2105
1;3;3;4;1;1;7;0;0;6;2886
1;2;2;3;0;2;8;1;0;4;1946
1;5;3;1;0;2;10;1;0;2;50
1;2;2;1;0;1;10;1;0;0;55
1;2;2;4;0;3;8;1;0;2;2129
1;2;2;1;0;3;9;1;0;2;55
1;3;3;4;0;2;8;1;0;2;1668
1;2;2;1;0;3;9;1;0;2;91
1;2;2;1;0;2;10;1;0;2;54
1;6;4;3;0;1;7;0;0;3;263
1;2;2;1;0;1;8;1;0;1;55
1;2;2;1;0;1;6;0;0;7;1890
1;2;2;1;0;1;8;1;0;0;79
1;1;1;2;0;2;8;1;0;3;4025
1;4;3;4;0;2;7;0;0;7;2276
1;1;1;1;0;2;8;1;0;0;3453
1;6;4;2;0;2;8;1;0;0;349
1;6;4;3;0;1;7;0;0;3;322
1;1;1;1;0;2;98;0;0;0;2257
1;4;3;1;0;2;8;1;0;2;1678
1;4;3;4;0;2;5;0;0;6;2276
1;1;1;1;0;1;10;1;0;0;26
1;4;3;2;0;3;7;0;0;3;2129
1;1;1;3;0;2;9;1;0;1;2657
1;4;3;3;0;2;8;1;0;2;2955
1;3;3;1;0;2;9;1;0;3;35
1;2;2;1;0;1;6;0;0;8;3453
1;8;4;1;0;2;8;1;0;10;38
1;2;2;1;0;2;9;1;0;0;47
1;1;1;3;0;1;5;0;0;2;314
1;8;4;4;0;3;8;1;0;0;214
1;6;4;1;0;2;8;1;0;3;285
1;3;3;1;0;2;7;0;1;24;101
1;1;1;3;0;3;10;1;0;0;2105
1;3;3;4;0;2;10;1;0;0;2708
1;2;2;1;0;2;5;0;0;0;69
1;5;3;1;0;3;10;1;0;2;50
1;2;2;1;0;2;9;1;0;0;52
1;2;2;1;0;2;10;1;0;0;69
1;7;4;3;0;2;8;1;0;1;299
1;5;3;4;0;2;7;0;0;1;228
1;3;3;1;0;2;6;0;0;4;52
1;7;4;1;0;2;6;0;0;0;58
1;4;3;1;0;2;8;1;0;5;33
1;2;2;1;0;2;8;1;0;4;72
1;2;2;1;0;2;7;0;0;0;50
1;1;1;3;0;2;5;0;0;6;2105
1;2;2;2;0;2;9;1;0;3;3215
1;1;1;2;0;2;6;0;0;6;1946
1;3;3;4;0;2;8;1;0;1;1668
1;5;3;3;0;2;7;0;0;1;2606
1;6;4;1;0;1;7;0;0;8;80
1;2;2;3;0;3;10;1;0;2;2379
1;2;2;1;0;2;9;1;0;1;34
1;1;1;1;0;1;8;1;0;5;1678
1;1;1;1;0;2;9;1;0;4;3720
1;4;3;3;0;2;3;0;0;3;1950
1;2;2;3;0;2;3;0;0;7;1950
1;2;2;1;0;1;6;0;0;1;63
1;2;2;3;0;2;10;1;0;0;3068
1;2;2;1;0;2;2;0;0;3;60
1;1;1;2;0;2;10;1;0;0;2333
1;7;4;3;1;1;5;0;0;4;3780
1;1;1;3;0;1;8;1;0;2;2242
1;2;2;1;0;2;10;1;0;0;67
1;4;3;1;0;2;8;1;0;0;33
1;4;3;1;0;1;4;0;1;14;66
1;2;2;2;0;2;9;1;0;1;2606
1;2;2;4;0;2;10;1;0;1;2379
1;3;3;1;0;2;8;1;0;2;3453
1;2;2;4;0;2;8;1;0;4;2886
1;3;3;1;0;2;8;1;0;6;79
1;#NULL!;999;1;0;2;3;0;0;8;3453
1;2;2;1;0;2;1;0;0;3;60
1;3;3;2;0;#NULL!;10;1;0;0;1946
1;7;4;3;0;2;7;0;0;4;469
1;3;3;4;0;1;7;0;0;6;2886
1;2;2;3;0;2;9;1;0;2;1668
1;2;2;1;0;2;9;1;0;8;69
1;4;3;4;0;2;9;1;0;0;2379
1;2;2;1;1;2;6;0;0;8;60
1;3;3;1;0;3;9;1;0;0;33
1;2;2;3;0;2;8;1;0;4;2886
1;2;2;3;0;1;7;0;0;2;3362
1;5;3;4;1;2;5;0;0;11;399
1;2;2;2;0;3;8;1;0;1;2492
1;6;4;2;0;3;7;0;0;6;2361
1;2;2;1;1;2;8;1;0;2;66
1;3;3;4;0;2;9;1;0;0;1770
1;2;2;2;0;2;8;1;0;1;2129
1;6;4;1;0;2;9;1;0;2;17
1;3;3;2;0;2;9;1;0;2;469
1;1;1;2;0;1;8;1;0;0;3945
1;6;4;3;0;2;3;0;1;13;477
1;4;3;4;0;3;10;1;0;0;2379
1;2;2;1;1;2;7;0;0;7;60
1;1;1;1;1;2;7;0;#NULL!;#NULL!;2483
1;5;3;4;0;2;7;0;0;11;2379
1;2;2;1;0;1;2;0;0;3;45
1;2;2;4;0;2;9;1;0;1;2276
1;2;2;4;0;2;8;1;0;0;3033
1;2;2;1;0;2;8;1;0;0;35
1;3;3;4;0;2;7;0;0;2;2707
1;2;2;2;0;2;10;1;0;0;3215
1;1;1;1;0;2;3;0;0;11;2492
1;5;3;1;0;2;9;1;0;1;46
1;7;4;3;1;2;0;0;0;11;456
1;2;2;1;0;2;10;1;0;3;35
1;1;1;2;0;2;8;1;0;2;1946
1;1;1;2;0;1;7;0;0;9;4053
1;1;1;1;0;2;7;0;0;5;1188
1;2;2;1;0;2;10;1;0;1;2489
1;3;3;4;0;2;8;1;0;0;3036
1;2;2;1;0;2;10;1;0;0;2257
1;1;1;1;0;2;6;0;0;0;3002
1;7;4;3;0;2;2;0;0;4;379
1;2;2;1;0;2;9;1;0;1;82
1;6;4;2;0;2;8;1;0;5;314
1;2;2;3;0;2;10;1;0;4;2867
1;6;4;1;0;2;7;0;#NULL!;#NULL!;52
1;3;3;4;0;2;8;1;0;0;2707
1;2;2;3;0;3;10;1;0;1;2232
1;1;1;2;0;2;3;0;1;15;2556
1;3;3;3;0;1;9;1;0;0;2867
1;4;3;4;0;1;5;0;0;2;2232
1;5;3;1;0;2;2;0;0;12;91
1;1;1;2;0;3;10;1;0;0;2077
1;1;1;4;0;2;7;0;0;2;2105
1;2;2;3;0;1;7;0;0;1;2867
1;2;2;1;0;3;0;0;0;0;55
1;6;4;1;0;1;7;0;0;2;31
1;1;1;2;0;2;10;1;0;0;4025
1;4;3;3;0;2;9;1;0;0;1997
1;3;3;1;0;2;7;0;1;17;86
1;2;2;3;0;2;6;0;0;9;1919
1;2;2;3;0;2;10;1;0;0;3033
1;2;2;3;0;2;9;1;0;2;2886
1;1;1;2;0;#NULL!;5;0;0;2;3649
1;3;3;3;1;2;10;1;0;0;406
1;3;3;3;0;2;9;1;0;5;2708
1;1;1;1;0;1;10;1;0;0;3595
1;3;3;1;1;2;8;1;0;8;69
1;2;2;3;0;2;7;0;0;0;3234
1;2;2;3;0;2;7;0;0;0;1668
1;7;4;1;0;2;5;0;0;10;38
1;1;1;1;0;2;2;0;1;14;1919
1;2;2;3;0;2;6;0;0;5;1668
1;5;3;3;0;2;7;0;0;11;2626
1;4;3;1;0;2;8;1;0;5;26
1;4;3;4;0;3;8;1;0;5;2379
1;4;3;4;0;3;9;1;0;0;2276
1;1;1;2;1;2;3;0;1;17;2077
1;1;1;1;0;2;8;1;0;2;709
1;3;3;3;0;2;8;1;0;10;2754
1;2;2;1;0;3;8;1;#NULL!;#NULL!;67
1;6;4;2;0;2;5;0;0;0;371
1;1;1;1;0;2;10;1;0;0;3002
1;2;2;3;0;2;8;1;0;0;2424
1;4;3;4;0;2;3;0;0;5;2213
1;2;2;1;0;2;10;1;0;0;55
1;2;2;1;0;3;9;1;0;5;2257
1;2;2;3;0;1;9;1;0;0;2886
1;2;2;2;0;1;5;0;0;5;2077
1;4;3;1;0;3;0;0;0;0;91
1;1;1;2;0;2;5;0;0;6;3945
1;6;4;2;0;2;10;1;0;0;469
1;2;2;3;0;3;10;1;0;2;3362
1;2;2;1;0;3;10;1;0;1;50
1;6;4;2;0;1;10;1;0;0;371
1;1;1;4;0;2;8;1;0;2;2105
1;3;3;1;1;1;2;0;1;16;406
1;6;4;2;0;2;7;0;0;5;503
1;2;2;3;0;2;9;1;0;4;2754
1;5;3;3;1;2;8;1;0;3;2626
1;3;3;4;0;3;8;1;0;3;2379
1;4;3;4;0;2;8;1;0;0;2232
1;2;2;2;0;3;9;1;0;2;2439
1;1;1;2;1;1;7;0;0;10;3780
1;6;4;3;0;2;8;1;0;1;2105
1;2;2;4;0;3;9;1;0;1;2424
1;4;3;4;0;3;8;1;0;2;1668
1;7;4;4;0;2;1;0;0;4;228
1;1;1;1;0;2;8;1;#NULL!;#NULL!;3820
1;1;1;3;0;2;8;1;0;2;2350
1;5;3;4;0;1;8;1;0;0;2424
1;4;3;1;0;2;10;1;0;1;33
1;3;3;1;1;1;7;0;0;6;72
1;1;1;2;0;2;6;0;0;3;2242
1;5;3;1;0;1;8;1;0;1;52
1;4;3;1;1;3;3;0;0;11;86
1;2;2;4;0;2;10;1;0;0;2867
1;2;2;1;1;1;1;0;1;23;74
1;2;2;1;0;1;0;0;0;0;1188
1;7;4;1;0;2;8;1;0;5;46
1;1;1;1;0;2;3;0;0;7;2489
1;2;2;4;1;1;0;0;1;21;2908
1;4;3;4;0;2;9;1;0;1;2053
1;7;4;1;1;1;9;1;0;0;503
1;2;2;3;1;3;0;0;0;1;3033
1;6;4;1;0;2;7;0;0;2;46
1;4;3;3;0;2;8;1;0;2;3033
1;1;1;1;0;2;8;1;0;1;1646
1;1;1;2;0;2;3;0;0;5;3649
1;7;4;4;0;2;6;0;0;3;228
1;6;4;1;0;2;7;0;0;3;68
1;4;3;4;1;1;6;0;0;3;2129
1;6;4;2;1;2;6;0;1;13;469
1;1;1;1;0;1;2;0;0;4;940
1;3;3;1;0;2;5;0;0;10;67
1;2;2;1;0;2;10;1;0;3;33
1;1;1;1;1;1;4;0;#NULL!;#NULL!;349
1;5;3;1;0;2;8;1;0;0;47
1;2;2;1;0;2;7;0;0;12;71
1;7;4;3;0;1;3;0;0;2;554
1;6;4;2;0;2;8;1;0;6;469
1;4;3;4;0;2;8;1;0;7;1770
1;4;3;3;0;2;6;0;0;2;2626
1;6;4;2;0;3;8;1;0;0;2133
1;1;1;3;0;1;6;0;0;6;314
1;2;2;2;0;2;7;0;0;3;3563
1;2;2;1;0;2;10;1;0;2;55
1;6;4;1;1;3;4;0;0;9;285
1;2;2;1;0;2;10;1;0;0;69
1;2;2;1;0;2;2;0;0;3;69
1;2;2;4;0;3;5;0;0;1;1668
1;2;2;1;1;1;0;0;1;15;3780
1;2;2;1;0;3;7;0;0;5;82
1;4;3;3;0;2;8;1;0;0;2867
1;1;1;2;0;1;7;0;0;2;2322
1;5;3;1;0;2;10;1;0;0;33
1;2;2;4;0;2;10;1;0;1;2424
1;6;4;2;0;2;9;1;0;7;371
1;5;3;4;0;3;8;1;0;2;1668
1;4;3;4;0;2;7;0;0;1;2276
1;4;3;1;0;1;1;0;0;2;33
1;1;1;1;0;2;99;0;0;8;55
1;2;2;1;0;2;8;1;0;1;2257
1;1;1;2;0;2;9;1;0;0;2270
1;3;3;1;0;2;9;1;0;0;50
1;3;3;4;0;2;5;0;0;6;446
1;3;3;4;0;2;10;1;0;4;2867
1;2;2;4;0;1;0;0;0;1;2867
1;5;3;4;0;2;9;1;0;2;2886
1;4;3;3;0;1;8;1;0;7;2129
1;6;4;3;1;1;2;0;1;15;371
1;2;2;1;0;2;8;1;0;0;50
1;2;2;1;0;2;10;1;0;0;52
1;3;3;1;0;2;8;1;0;1;71
1;7;4;2;0;1;3;0;0;12;371
1;7;4;3;0;2;7;0;0;1;420
1;2;2;4;0;2;1;0;0;1;2129
1;1;1;3;0;#NULL!;7;0;0;2;2105
1;1;1;1;0;2;9;1;0;3;1678
1;1;1;2;0;3;10;1;0;2;4287
1;3;3;3;0;3;9;1;0;2;3397
1;1;1;2;0;2;1;0;0;1;2583
1;2;2;2;0;2;8;1;0;3;2606
1;2;2;1;0;2;10;1;#NULL!;#NULL!;88
1;2;2;1;0;2;10;1;0;0;50
1;2;2;3;0;2;7;0;0;2;3563
1;3;3;1;0;2;8;1;0;8;3820
1;2;2;2;1;2;7;0;0;6;3234
1;5;3;1;0;3;8;1;0;3;1678
1;1;1;1;0;2;9;1;0;3;1188
1;4;3;3;0;2;3;0;0;3;3036
1;1;1;1;0;2;10;1;0;0;3241
1;3;3;2;0;2;9;1;0;2;3234
1;1;1;1;0;3;7;0;0;9;2257
1;4;3;4;0;2;8;1;0;2;2276
1;2;2;3;0;2;10;1;0;1;2424
1;3;3;1;1;1;7;0;0;2;46
1;4;3;4;0;1;8;1;0;6;1950
1;2;2;4;0;2;10;1;0;1;2424
1;3;3;4;0;2;8;1;0;0;2707
1;7;4;3;0;3;9;1;0;1;320
1;1;1;1;0;2;6;0;#NULL!;#NULL!;2077
1;1;1;3;0;2;9;1;0;0;2077
1;3;3;3;0;2;10;1;0;4;349
1;2;2;1;0;2;10;1;0;3;34
1;2;2;1;1;2;9;1;0;9;86
1;2;2;1;0;1;10;1;0;0;52
1;2;2;1;0;2;10;1;0;0;52
1;3;3;1;1;3;2;0;1;20;54
1;4;3;1;0;3;7;0;0;2;35
1;5;3;4;0;2;9;1;0;1;2542
1;2;2;2;0;2;9;1;0;1;2492
1;8;4;4;0;3;9;1;0;1;371
1;3;3;1;0;2;9;1;0;4;33
1;2;2;1;0;2;6;0;0;1;69
1;2;2;3;0;3;10;1;0;2;2129
1;2;2;3;0;2;9;1;0;1;1668
1;3;3;4;0;3;10;1;0;0;2867
1;2;2;3;0;2;10;1;0;0;2077
1;2;2;1;0;2;7;0;0;0;2225
1;2;2;1;0;2;10;1;0;1;60
1;1;1;1;1;1;8;1;0;11;3622
1;1;1;1;0;2;6;0;0;4;3453
1;2;2;2;0;3;9;1;0;0;1668
1;1;1;2;0;3;1;0;0;2;2105
1;6;4;3;0;3;7;0;0;3;228
1;1;1;1;1;1;2;0;1;13;1890
1;1;1;3;0;2;6;0;0;0;2322
1;7;4;4;0;2;9;1;0;0;222
1;6;4;1;0;2;3;0;0;1;30
1;6;4;2;0;1;10;1;0;1;420
1;2;2;3;0;2;9;1;0;2;2424
1;2;2;1;0;2;0;0;0;0;921
1;4;3;1;0;3;10;1;0;0;69
1;1;1;1;0;2;10;1;0;0;3453
1;4;3;1;0;2;5;0;0;9;88
1;3;3;1;0;2;3;0;0;11;53
1;6;4;2;0;2;9;1;0;0;399
1;2;2;1;1;2;4;0;1;24;3241
1;1;1;2;1;2;3;0;0;4;3945
1;3;3;1;0;2;10;1;0;3;91
1;7;4;2;0;2;5;0;0;5;349
1;1;1;3;0;2;6;0;0;6;2077
1;1;1;1;1;2;3;0;0;8;3720
1;4;3;1;0;2;3;0;0;3;34
1;3;3;1;0;2;8;1;0;2;31
1;6;4;1;0;2;7;0;0;1;80
1;7;4;4;0;2;2;0;0;2;2886
1;4;3;4;0;2;9;1;0;3;2129
1;4;3;4;0;1;7;0;0;1;2867
1;#NULL!;999;1;0;3;9;1;0;3;82
1;1;1;1;1;1;5;0;0;8;3002
1;3;3;2;0;2;7;0;0;4;3362
1;7;4;1;0;2;8;1;0;4;38
1;4;3;3;0;2;8;1;0;2;2955
1;2;2;3;0;2;10;1;0;0;2626
1;1;1;1;0;2;10;1;0;2;1919
1;3;3;4;0;2;9;1;0;1;2232
1;2;2;1;0;2;7;0;0;5;69
1;1;1;2;0;1;10;1;0;0;2077
1;5;3;4;0;2;8;1;0;1;2129
1;1;1;3;0;1;5;0;0;7;405
1;6;4;1;0;1;5;0;0;6;31
1;1;1;3;0;2;6;0;0;3;2520
1;1;1;1;0;3;9;1;0;3;3453
1;4;3;4;0;2;9;1;0;0;2867
1;2;2;4;0;2;8;1;0;8;1950
1;6;4;1;1;2;8;1;0;3;39
1;7;4;3;0;2;3;0;0;1;371
1;4;3;4;0;2;8;1;0;2;2424
1;1;1;2;0;2;8;1;#NULL!;#NULL!;3780
1;6;4;2;1;1;5;0;0;6;406
1;2;2;1;0;2;10;1;0;0;45
1;7;4;1;0;1;8;1;0;1;22
1;2;2;2;0;2;9;1;0;2;1997
1;6;4;2;0;3;7;0;0;4;469
1;2;2;1;0;2;10;1;0;2;52
1;1;1;1;0;2;8;1;0;0;2077
1;1;1;4;0;2;2;0;0;2;2133
1;3;3;3;0;2;8;1;0;3;2583
1;3;3;1;1;2;5;0;1;23;46
1;3;3;4;0;2;4;0;0;11;2129
1;2;2;2;0;2;8;1;0;3;3087
1;2;2;1;0;3;10;1;0;0;33
1;2;2;1;0;3;7;0;0;7;54
1;3;3;4;0;2;8;1;0;2;2276
1;1;1;3;0;2;10;1;0;0;1974
1;7;4;3;0;3;9;1;0;0;314
1;2;2;4;0;2;1;0;0;1;2424
1;4;3;4;0;2;10;1;0;0;1770
1;6;4;1;0;2;4;0;0;12;2257
1;3;3;3;0;2;0;0;0;0;2556
1;2;2;2;1;1;3;0;#NULL!;#NULL!;3945
1;2;2;1;0;2;7;0;0;1;3453
1;1;1;2;0;2;5;0;0;2;2105
1;2;2;1;0;2;10;1;0;0;45
1;3;3;1;0;2;8;1;0;0;54
1;6;4;1;1;2;5;0;1;14;72
1;2;2;4;0;2;9;1;0;3;3033
1;4;3;3;0;2;8;1;0;2;2458
1;2;2;2;0;2;9;1;0;2;1997
1;2;2;1;0;3;10;1;0;0;60
1;7;4;3;1;3;4;0;1;18;228
1;2;2;4;0;2;10;1;0;0;1770
1;2;2;1;1;1;9;1;0;6;71
1;2;2;1;1;2;5;0;0;12;91
1;3;3;4;0;1;8;1;0;4;2626
1;2;2;1;0;2;8;1;0;6;33
1;2;2;3;0;2;7;0;0;4;2867
1;2;2;1;0;2;6;0;0;1;2257
1;1;1;3;0;2;8;1;0;2;1946
1;2;2;1;0;2;10;1;0;2;82
1;1;1;2;0;2;9;1;0;7;2685
1;2;2;1;0;1;8;1;0;0;469
1;2;2;4;0;3;8;1;0;4;2276
1;8;4;3;0;3;10;1;0;0;399
1;3;3;1;0;2;9;1;0;1;53
1;4;3;3;0;2;8;1;0;0;2424
1;2;2;1;0;3;9;1;0;1;33
1;2;2;1;1;2;7;0;0;3;79
1;1;1;2;0;2;10;1;0;0;2270
1;4;3;1;0;2;10;1;0;0;16
1;#NULL!;999;1;0;1;5;0;0;0;3563
1;4;3;1;0;2;9;1;0;1;50
1;2;2;1;0;3;8;1;0;0;71
1;1;1;1;0;1;10;1;0;0;3820
1;2;2;1;1;3;5;0;0;11;35
1;2;2;3;0;1;10;1;0;0;3087
1;#NULL!;999;1;1;2;3;0;#NULL!;#NULL!;91
1;1;1;1;0;2;6;0;0;5;3808
1;2;2;1;0;1;8;1;0;4;86
1;3;3;1;1;3;2;0;1;13;46
1;5;3;4;0;1;7;0;0;8;2129
1;2;2;1;0;2;3;0;0;0;52
1;6;4;1;0;2;8;1;0;2;46
1;2;2;1;0;3;0;0;0;3;29
1;6;4;3;0;2;5;0;0;7;261
1;1;1;1;0;2;6;0;0;6;2077
1;2;2;1;0;2;8;1;0;5;88
1;2;2;4;0;2;2;0;0;6;2886
1;2;2;1;0;2;6;0;0;1;2272
